31,14
64,49
47,57
31,13
65,53
55,59
26,35
27,17
45,66
2,3
53,58
55,61
27,1
35,19
15,19
46,51
39,27
54,51
7,13
65,61
53,57
13,10
61,50
57,61
53,17
25,19
57,50
62,65
59,63
25,10
61,69
36,21
67,61
48,67
53,59
55,60
9,5
21,9
47,63
31,25
10,35
34,19
6,3
25,20
29,12
29,7
63,53
69,37
29,29
8,7
61,60
29,37
62,43
62,33
69,29
43,4
19,24
9,19
45,60
27,22
19,5
49,52
22,7
29,5
31,21
61,55
9,13
27,9
63,69
35,17
38,59
58,59
33,11
6,25
49,55
31,27
24,37
65,49
61,43
21,37
64,67
65,32
31,4
25,22
7,35
28,31
2,9
18,33
5,27
61,46
66,57
9,4
25,17
4,1
29,13
67,52
65,57
35,11
10,17
2,7
67,31
21,34
3,8
9,23
19,6
27,26
17,10
33,6
8,15
67,64
11,9
44,51
27,10
8,13
45,51
3,1
33,26
65,30
15,33
23,3
28,3
23,20
32,23
63,54
27,23
47,53
67,49
11,8
13,4
32,1
44,19
54,59
41,65
27,6
19,31
25,1
39,21
32,31
53,63
69,41
47,61
41,4
20,23
11,14
61,30
59,61
53,53
65,54
65,65
7,9
19,1
29,9
45,53
67,69
31,7
20,39
38,15
65,45
67,35
21,41
6,15
63,51
50,65
64,45
15,12
12,11
61,63
37,7
41,7
4,5
27,35
23,40
45,59
36,27
41,0
24,9
27,33
24,15
46,63
49,61
11,15
23,13
17,32
23,41
63,28
38,51
5,17
24,5
20,29
59,50
55,56
17,19
59,64
3,3
37,19
35,14
29,23
48,57
69,43
57,62
5,15
69,66
64,65
38,23
7,23
9,11
7,20
33,8
58,65
59,59
5,21
17,28
3,5
19,25
26,17
67,36
55,63
68,41
39,9
17,5
18,35
59,35
21,15
6,27
33,9
22,11
41,13
18,13
25,25
23,15
43,51
3,25
67,46
70,43
53,52
43,50
34,3
39,4
19,21
10,11
31,1
63,32
31,31
22,25
69,53
22,23
65,69
29,3
15,17
51,59
16,3
1,25
37,8
57,49
51,49
43,5
40,15
57,35
28,27
35,0
31,16
68,53
59,53
63,43
30,23
26,31
47,54
41,17
51,67
17,23
41,3
65,47
57,51
33,10
3,18
17,22
32,25
69,40
13,7
36,13
57,67
39,55
69,44
61,67
35,4
68,61
17,24
65,39
29,31
24,31
29,36
5,8
23,19
31,15
5,2
7,28
1,1
35,23
41,19
61,31
23,35
21,39
21,13
66,33
57,65
27,12
41,9
7,4
5,6
61,48
65,44
51,65
68,59
35,24
60,49
45,19
47,8
27,29
39,1
28,19
59,68
19,35
8,11
61,59
24,33
68,33
19,2
7,12
37,13
27,5
14,9
61,57
1,21
41,15
3,48
67,65
15,5
5,7
51,53
69,45
64,35
29,17
68,57
41,56
65,55
25,18
10,9
66,61
3,15
41,11
19,17
33,12
26,23
4,19
3,42
61,49
54,55
41,62
3,22
59,65
67,45
67,57
67,50
43,55
21,4
61,47
35,5
70,69
51,55
29,15
63,44
21,5
67,54
9,30
65,43
17,9
17,35
19,3
18,9
67,33
34,21
65,26
17,15
56,63
25,2
9,25
47,59
37,12
39,14
17,1
25,27
21,21
27,19
66,63
41,1
9,21
49,58
50,55
5,47
56,55
8,1
20,13
21,18
69,58
35,9
21,2
17,0
35,6
33,13
46,61
26,33
63,33
24,13
37,55
11,61
58,27
2,61
27,57
10,57
3,52
33,69
37,39
60,37
39,62
57,15
3,35
14,61
4,67
19,64
54,49
1,66
52,19
47,25
23,55
57,2
13,32
45,29
55,39
53,42
15,39
39,44
7,43
46,23
29,58
27,41
51,47
53,33
12,55
57,8
63,22
67,22
53,29
41,46
27,69
47,48
40,27
65,16
7,32
9,51
11,49
43,3
33,35
61,11
29,41
5,39
25,59
65,67
32,47
39,57
25,48
12,21
19,53
43,12
41,24
46,69
59,47
22,59
8,61
18,69
35,50
43,47
48,19
15,50
40,37
9,68
41,31
65,37
30,67
49,49
24,67
11,64
14,65
44,23
69,25
9,41
10,25
63,23
49,25
33,27
24,61
50,33
33,25
43,36
3,9
55,53
9,35
6,35
59,7
13,69
67,21
5,49
29,56
51,22
59,14
47,33
51,25
13,41
28,25
31,41
39,41
11,52
39,19
25,52
53,13
65,7
1,55
1,49
17,69
37,49
65,31
48,69
38,65
5,59
13,63
0,13
55,4
49,47
9,55
23,51
45,49
9,70
8,49
3,28
1,61
34,37
7,69
33,42
61,23
33,61
52,13
4,29
33,44
20,45
63,21
37,65
67,7
9,43
3,40
52,21
47,34
28,59
11,21
65,8
35,51
16,49
49,38
70,23
33,59
5,37
8,67
11,37
9,65
56,47
37,35
5,65
35,49
49,2
47,49
19,67
53,14
55,32
29,59
50,29
69,18
43,31
59,24
37,46
33,48
49,51
43,39
28,63
12,35
1,65
59,11
47,13
50,21
53,3
25,55
67,13
17,53
15,13
10,63
49,12
56,51
66,23
20,53
38,21
57,12
48,13
39,39
15,45
39,5
31,5
55,20
16,35
55,38
27,38
9,32
24,63
51,27
61,6
49,69
18,43
47,67
65,5
1,69
7,25
39,68
21,67
18,65
61,2
57,38
27,40
2,69
40,41
60,13
16,59
43,60
1,12
34,63
23,49
63,39
49,5
16,69
13,57
9,50
33,36
18,59
25,51
5,60
3,13
43,25
23,66
13,40
57,22
13,49
35,37
11,55
49,17
31,65
35,41
45,17
23,52
64,11
3,47
59,43
63,2
34,51
69,16
2,31
47,20
29,68
20,49
14,41
13,59
10,39
5,53
59,37
23,38
11,67
55,9
43,45
17,56
53,39
41,47
43,27
19,51
12,49
9,45
41,35
39,43
61,16
16,47
57,7
4,31
1,41
69,26
9,37
35,46
28,35
23,68
25,39
37,53
1,68
18,53
63,24
31,63
63,34
34,55
11,57
1,35
36,29
65,25
51,23
42,49
49,23
3,54
63,12
69,10
49,31
29,39
45,48
7,41
45,35
55,17
1,13
15,43
65,1
62,39
41,42
37,63
31,33
51,35
57,5
1,43
3,69
9,3
58,33
21,45
61,7
53,21
45,27
10,55
55,7
1,45
67,1
43,37
37,58
38,35
26,65
23,58
10,65
7,56
37,59
48,41
31,59
40,61
51,45
57,4
37,37
23,54
31,56
55,29
31,29
7,42
5,69
15,49
57,9
5,62
17,57
5,42
11,54
51,50
48,9
59,39
40,25
47,5
45,40
28,41
13,31
45,63
44,41
14,37
67,20
17,59
5,43
47,21
35,65
25,61
3,51
26,59
33,7
23,63
50,35
63,19
14,43
7,39
30,33
20,43
3,61
28,33
55,19
9,52
65,21
58,41
63,15
25,33
25,44
6,65
45,65
54,23
55,25
13,45
8,47
69,14
38,55
35,54
31,62
62,19
13,65
19,65
3,57
5,67
35,55
31,47
27,43
51,36
65,23
4,39
3,62
29,67
61,8
37,29
41,43
17,47
62,5
21,52
51,21
29,49
9,69
70,3
53,23
11,40
26,61
55,13
27,50
35,53
3,49
55,2
68,23
29,63
19,43
32,67
30,27
59,49
23,61
37,43
52,3
67,41
55,45
39,65
32,39
35,21
21,63
59,28
51,5
49,3
51,7
59,25
6,63
30,45
49,14
9,29
26,47
19,23
1,39
39,45
5,46
49,24
27,55
41,33
30,29
19,69
11,53
19,57
7,40
11,69
15,47
39,32
1,51
64,41
61,3
6,39
44,15
47,36
59,15
21,66
58,17
7,54
45,1
51,33
57,21
63,55
59,20
22,55
45,69
9,8
35,60
69,11
47,29
45,26
37,70
49,32
47,23
35,61
14,69
63,37
66,41
59,8
43,67
69,6
3,41
63,3
13,29
61,35
48,1
4,59
69,1
60,11
2,15
1,58
7,46
47,44
3,68
67,19
61,65
32,59
33,37
11,34
27,67
49,13
25,57
30,65
23,65
56,17
11,2
27,62
39,64
53,45
27,66
57,29
41,45
3,11
37,9
56,13
44,69
58,29
45,3
3,63
5,63
53,44
27,27
67,25
51,29
27,65
14,59
47,10
29,46
61,9
57,1
39,37
37,44
55,22
35,48
25,46
12,37
68,7
11,25
37,62
33,60
16,45
7,31
17,51
29,1
7,67
51,19
41,37
47,50
3,43
35,43
15,35
35,69
5,31
21,53
1,23
46,11
45,11
35,63
63,31
21,69
15,56
16,31
43,9
61,17
59,29
43,61
13,23
39,59
35,42
45,18
53,51
51,12
10,61
25,60
53,35
11,58
47,40
15,68
25,65
19,48
66,13
68,15
3,50
59,44
47,19
67,37
10,27
56,9
47,7
12,61
15,63
50,1
49,39
55,26
16,61
33,57
53,46
21,47
25,50
60,17
49,28
11,27
52,1
13,35
7,17
1,37
58,15
33,58
52,7
59,40
24,43
61,15
23,64
55,1
3,67
43,29
66,9
47,26
55,42
21,59
57,23
48,35
37,23
13,46
36,33
28,69
23,45
28,53
36,65
67,18
44,27
49,1
38,45
39,51
35,44
53,25
1,9
29,65
25,53
49,27
29,43
45,42
55,11
50,7
25,43
27,61
25,69
49,46
67,39
1,31
18,67
21,49
64,7
55,0
37,47
41,55
60,31
61,1
44,47
47,31
21,43
63,38
29,2
25,42
39,52
11,66
59,17
25,45
56,7
27,21
51,41
23,70
51,44
11,59
57,19
39,60
43,66
32,53
26,57
16,39
55,15
29,33
11,41
43,44
67,17
59,6
37,45
9,60
5,48
9,22
47,11
23,67
63,10
31,35
15,61
39,33
49,6
4,45
42,69
53,37
41,40
11,42
22,43
35,68
10,49
56,31
59,32
59,45
25,63
41,25
17,63
18,49
5,36
49,41
3,33
1,33
57,37
67,12
35,67
47,9
5,29
31,57
0,55
59,4
36,35
43,19
33,66
63,59
21,61
29,64
66,5
9,61
21,19
54,33
1,57
22,47
19,45
49,15
47,41
34,67
52,41
57,41
53,6
25,49
39,56
69,8
51,11
27,49
40,65
41,41
33,51
10,3
54,19
66,15
33,45
41,59
69,17
37,67
61,37
33,49
63,41
43,41
59,21
2,37
33,39
29,55
55,41
13,17
15,67
45,41
41,28
29,38
35,47
29,53
45,39
55,18
51,37
37,69
4,27
18,61
41,27
7,59
18,45
9,33
65,0
0,51
69,3
50,15
43,35
62,25
12,45
49,9
6,51
27,59
12,19
41,29
42,29
31,64
63,5
33,55
5,55
3,44
63,11
47,47
65,13
11,43
25,67
69,7
3,64
45,34
27,56
13,19
45,23
59,1
11,22
15,64
57,11
41,36
37,42
48,47
56,25
53,1
57,17
39,34
17,49
47,17
15,34
54,37
64,17
67,2
62,13
69,13
65,11
45,5
61,36
41,66
55,34
27,54
15,55
35,33
41,39
47,45
17,67
31,42
53,12
7,30
47,43
11,39
47,51
32,55
13,52
53,47
9,63
12,59
59,2
64,25
57,25
23,43
12,29
21,56
7,34
31,36
7,21
11,23
53,7
53,5
0,31
1,67
41,53
45,0
39,28
37,32
8,37
4,57
29,69
50,19
13,15
15,31
51,4
7,65
61,25
11,29
48,33
15,44
42,35
13,67
11,3
9,20
11,33
18,51
27,52
65,3
7,37
15,59
54,9
45,21
4,55
33,70
53,16
69,2
7,45
33,53
49,48
32,69
25,47
7,33
13,47
19,61
21,1
45,12
61,5
39,23
39,38
57,40
51,17
31,38
59,13
43,43
12,31
27,51
23,47
43,63
27,39
29,57
26,39
20,67
69,19
44,37
57,39
54,29
12,67
7,53
55,35
27,63
42,39
41,69
43,42
20,63
60,19
52,27
33,65
1,27
8,57
24,55
35,35
43,49
8,27
9,67
51,31
37,61
44,3
6,53
15,57
17,61
39,24
52,25
29,35
13,18
9,39
55,47
45,15
10,31
49,26
47,18
31,44
10,43
60,43
21,46
51,16
55,12
42,21
29,45
45,38
46,37
2,49
39,49
1,64
3,38
59,41
21,65
33,28
39,31
38,41
1,29
63,20
55,5
17,65
11,35
57,59
8,53
55,31
25,41
38,67
27,53
19,54
55,43
57,33
48,15
43,10
6,69
51,13
1,53
39,61
19,63
34,39
41,61
16,63
55,27
11,65
26,69
61,0
55,23
55,33
50,39
52,37
45,32
44,67
47,39
29,61
43,34
61,39
65,17
5,57
7,51
41,67
31,53
27,47
37,57
41,68
13,37
31,39
28,45
45,6
31,37
54,41
35,62
9,38
67,9
42,31
39,47
53,28
9,59
14,53
58,21
23,69
22,63
49,7
33,63
47,3
33,23
49,68
65,19
13,55
8,41
53,19
3,55
5,44
64,13
31,48
15,51
63,25
31,34
49,11
49,29
27,45
31,51
59,19
67,11
47,35
5,41
15,66
41,32
69,15
53,9
69,20
39,53
61,13
0,43
43,46
33,67
1,47
40,33
37,25
21,11
22,61
59,23
3,31
2,57
67,5
32,61
5,35
44,63
45,8
43,69
45,22
27,48
67,23
13,38
53,24
27,44
58,37
39,69
17,45
42,25
45,37
65,15
40,53
35,52
15,69
9,49
31,45
43,26
59,5
65,35
1,60
17,27
21,57
43,33
13,61
48,39
7,66
12,63
30,51
55,44
62,9
57,36
51,9
53,10
51,3
53,11
36,39
23,53
57,6
40,47
49,37
5,70
17,43
8,63
63,9
61,19
21,7
66,21
62,17
13,53
21,55
36,61
37,33
5,56
4,65
36,67
61,22
11,51
65,9
7,55
2,45
59,33
15,65
39,67
10,29
41,44
7,47
41,18
14,47
53,49
16,53
36,51
1,46
37,41
47,37
29,47
37,48
69,5
46,15
33,34
9,53
55,37
15,54
35,45
53,41
7,57
53,36
24,57
52,33
57,3
10,45
57,20
1,15
1,11
65,18
38,39
48,17
30,47
35,57
28,49
65,2
63,35
63,13
58,11
47,27
49,67
9,31
6,49
52,31
49,43
63,14
11,45
1,63
47,24
57,42
46,5
45,33
55,3
56,29
4,33
16,27
63,4
47,2
30,55
47,66
3,37
14,29
11,31
30,61
7,58
47,1
17,55
46,31
49,21
39,25
51,46
31,50
69,9
5,51
53,48
61,33
23,50
29,51
3,34
3,53
27,18
7,63
49,35
36,57
45,45
44,31
49,33
53,27
33,43
39,29
1,42
63,7
5,45
15,53
68,25
13,33
3,59
31,49
59,3
38,49
18,57
37,31
34,33
61,21
38,27
68,5
49,45
64,21
25,64
6,59
53,15
31,55
15,58
19,47
36,37
49,4
31,67
52,39
55,14
20,61
19,55
45,43
69,21
3,65
67,4
60,23
30,53
34,41
37,51
20,59
15,37
49,44
12,51
11,63
66,37
55,21
43,23
9,44
45,31
11,68
40,21
63,17
11,48
39,30
47,55
33,47
9,57
15,62
14,49
2,53
13,39
1,18
57,27
8,45
63,1
51,1
5,61
54,3
23,59
31,40
29,42
40,57
45,9
16,41
11,47
33,64
45,67
21,51
1,17
32,51
51,26
69,23
47,28
12,57
28,67
55,40
34,31
3,39
59,10
67,15
6,37
13,43
4,51
1,62
2,13
3,36
31,43
19,49
0,35
13,25
51,10
58,31
51,39
1,40
56,45
54,17
57,24
36,25
34,57
20,57
37,36
7,49
24,45
67,3
22,49
3,45
50,9
1,59
49,22
50,43
9,47
31,61
23,57
57,13
54,7
13,51
8,23
35,39
64,5
57,31
67,10
15,41
31,69
45,25
43,7
21,68
41,63
67,63
19,59
69,12
45,46
60,3
35,59
47,22
33,41
20,51
59,9
7,61
53,43
41,23
20,69
21,22
19,56
48,25
35,38
68,16
67,26
68,34
46,25
49,18
47,6
35,56
51,52
44,21
52,69
6,18
48,4
64,20
27,2
2,19
57,18
8,4
24,50
26,7
46,9
56,15
12,1
48,14
0,68
18,28
54,42
32,32
46,55
60,50
5,0
40,10
26,50
19,50
25,30
23,2
50,0
20,68
53,32
53,66
33,50
26,19
22,21
46,64
45,10
2,64
0,8
60,36
28,61
0,66
43,32
64,4
44,29
56,5
14,64
40,26
1,70
62,62
12,60
68,24
47,68
42,62
52,52
58,9
55,48
35,32
28,60
46,24
8,35
0,14
26,22
31,70
3,66
62,57
1,56
28,21
19,14
68,10
68,8
17,40
0,62
60,20
66,64
68,11
70,7
62,15
11,4
29,28
62,59
67,24
48,0
54,31
64,44
9,0
63,0
53,18
18,32
66,12
27,46
46,21
58,28
52,12
55,6
30,26
22,19
8,0
38,28
35,28
60,40
28,50
55,46
40,28
22,33
62,3
45,4
38,22
56,35
25,70
58,30
66,24
26,25
41,64
18,6
60,22
20,24
14,46
28,47
51,0
70,12
4,0
58,32
40,30
64,19
0,12
68,27
62,64
54,24
60,33
43,0
41,34
28,28
49,8
1,14
34,32
16,17
58,38
59,30
32,26
60,9
62,63
42,61
10,59
6,66
4,17
10,8
10,5
33,20
34,47
14,63
54,13
30,28
13,60
55,36
18,25
60,27
56,10
70,0
34,22
66,6
34,18
60,62
30,1
4,6
20,37
8,12
34,30
38,34
28,22
46,12
11,62
22,13
24,35
43,68
50,8
30,35
50,6
66,7
36,69
63,18
15,40
8,58
44,46
44,32
33,40
45,30
44,1
70,22
38,42
26,32
58,26
48,22
46,16
28,70
26,4
22,4
68,21
39,26
32,60
33,24
58,70
49,34
34,28
24,2
31,24
22,56
1,16
40,48
10,21
42,34
34,68
70,13
42,16
56,34
3,12
14,50
54,21
34,24
30,70
14,45
16,54
51,34
41,26
38,25
34,44
40,11
30,62
16,68
42,20
8,69
10,7
60,32
48,7
39,42
16,57
19,60
10,6
65,14
49,0
45,36
50,2
10,64
68,3
52,51
52,30
24,39
56,36
26,48
42,13
30,3
32,36
54,15
46,32
27,70
52,10
60,15
68,0
34,49
0,56
57,16
58,43
52,59
36,11
24,59
57,10
34,34
46,1
59,18
59,16
52,2
67,32
68,28
22,17
56,19
5,18
24,65
51,20
50,17
52,4
57,14
24,32
27,34
66,2
4,20
29,24
69,28
33,38
62,56
17,62
64,70
40,17
34,53
45,52
20,12
24,51
0,19
10,16
44,53
70,4
6,14
40,44
18,15
29,4
57,32
50,13
32,54
35,30
46,66
5,28
40,64
36,18
36,68
32,29
28,37
18,26
31,60
46,28
53,2
34,56
68,18
40,56
50,58
4,16
28,54
60,10
62,7
4,12
65,4
10,4
35,70
2,50
35,40
46,60
19,10
40,22
52,8
0,57
42,22
7,2
4,8
32,37
34,40
14,11
62,20
14,67
54,2
23,42
60,21
18,54
47,16
30,22
44,64
11,50
0,61
13,58
38,46
20,18
51,28
60,39
52,26
42,30
70,54
65,62
26,45
12,44
48,30
30,68
61,10
23,56
52,20
64,18
16,38
42,27
16,15
56,27
28,62
46,54
29,50
25,38
31,68
58,5
18,56
45,14
32,3
56,49
30,58
24,36
4,42
58,7
61,38
70,16
56,14
44,7
32,43
68,54
61,20
2,5
39,22
12,56
22,57
30,63
60,42
11,6
34,4
27,30
16,52
55,10
25,4
46,68
42,28
63,6
54,26
30,31
44,11
58,1
39,40
9,10
28,14
56,20
8,24
0,20
44,25
2,16
50,32
9,18
16,36
24,4
66,58
27,20
32,12
13,48
70,34
38,58
34,62
31,54
66,28
17,66
38,2
0,30
26,63
15,52
16,60
50,50
17,52
32,48
32,62
47,58
30,48
19,26
0,18
45,68
48,18
23,46
32,66
1,2
64,24
9,62
22,66
14,30
44,62
26,13
16,67
68,45
15,30
12,4
1,34
49,70
9,24
29,48
8,26
20,47
33,4
20,38
65,36
8,19
47,46
20,14
24,60
15,38
14,40
68,4
38,4
43,38
54,44
24,54
64,66
4,52
12,41
8,34
21,50
64,37
3,58
62,69
34,10
48,6
42,24
4,2
58,14
48,12
10,18
17,18
46,53
48,21
43,16
54,46
52,68
38,54
22,10
6,54
3,0
40,8
2,48
60,41
24,24
12,18
14,1
46,35
44,17
55,70
69,0
4,47
20,8
16,64
27,64
67,48
40,6
66,60
30,15
16,0
26,14
22,14
64,16
13,42
2,27
63,50
54,65
65,24
64,55
24,26
54,64
62,12
9,16
0,70
69,46
59,38
37,14
5,4
32,58
57,64
12,70
8,31
54,36
36,45
48,36
18,41
42,26
6,60
19,66
11,30
4,62
70,29
53,8
2,28
20,33
60,1
30,12
54,61
20,35
1,28
68,12
34,59
14,15
48,31
55,16
24,40
52,15
0,39
50,60
61,14
26,58
42,42
11,56
12,10
42,54
42,0
15,32
23,60
9,66
62,46
15,20
62,14
46,44
70,49
66,70
41,60
12,32
70,18
2,30
34,61
1,54
1,0
69,32
5,20
4,40
12,22
68,40
66,29
33,46
66,4
50,62
10,54
46,58
62,51
38,31
12,54
21,70
58,18
41,54
34,2
39,0
46,52
68,6
3,70
39,48
17,8
33,16
42,64
12,46
16,34
31,46
46,6
8,51
39,46
9,40
0,16
10,50
52,63
24,44
42,6
34,5
24,11
52,66
44,14
30,39
30,54
40,7
68,36
52,17
60,18
48,42
38,57
10,67
62,22
53,4
20,70
5,40
42,56
48,38
28,55
58,35
44,68
9,2
44,61
22,45
46,40
12,33
58,19
32,27
40,20
51,6
68,42
42,36
48,45
20,16
20,40
62,35
34,58
44,48
68,43
56,46
6,11
66,10
22,51
54,68
30,13
14,31
61,18
38,9
36,30
28,8
54,52
51,40
59,66
3,6
9,14
36,66
13,12
28,34
70,52
4,10
28,30
33,52
0,58
56,1
0,4
58,20
14,25
65,64
17,48
6,19
51,58
64,3
56,11
1,22
2,14
15,0
48,50
36,64
54,48
36,48
2,26
64,2
58,64
18,58
4,53
20,32
58,46
8,9
70,38
38,50
18,60
25,32
34,66
67,8
60,5
32,13
4,49
0,9
32,50
38,40
60,67
11,28
28,51
29,32
52,36
64,34
2,17
0,2
36,49
36,26
36,5
49,56
32,34
70,47
64,46
18,68
18,18
24,41
14,12
70,56
44,39
20,30
10,62
25,66
62,27
25,16
11,24
2,39
52,46
28,44
37,52
2,18
41,22
26,62
45,64
36,46
42,41
16,43
40,1
6,8
16,12
8,16
50,69
56,28
40,23
36,16
29,18
60,6
64,58
54,30
54,40
61,58
42,70
42,33
46,48
68,56
70,42
62,47
34,1
28,10
54,12
28,12
8,62
26,38
54,54
20,48
20,60
44,43
16,9
34,70
24,66
65,42
1,36
4,58
50,47
18,17
44,28
10,38
46,22
12,58
12,48
62,4
24,0
45,62
2,20
22,16
58,49
20,26
42,67
53,26
35,8
21,48
54,4
22,67
8,46
42,51
48,59
49,54
22,30
42,2
50,44
14,35
68,44
38,69
31,18
12,28
15,70
29,54
43,30
18,62
58,34
6,50
28,40
65,46
55,8
18,22
40,42
54,67
64,28
60,45
32,22
32,44
1,8
18,44
60,59
10,56
12,30
9,42
60,44
47,0
20,4
60,64
42,38
2,55
21,24
50,4
61,12
66,46
36,2
30,50
21,30
10,48
63,48
60,14
0,23
65,58
26,46
32,17
70,1
10,32
13,8
50,66
48,11
4,44
5,50
24,28
26,16
47,62
12,36
14,7
26,42
8,2
62,36
52,50
5,64
28,0
12,27
42,19
26,51
68,19
70,10
5,24
50,25
63,60
62,54
32,33
18,23
22,32
48,53
8,65
54,28
64,31
32,63
26,66
36,44
56,56
11,20
44,54
47,60
55,58
16,24
2,43
40,67
48,23
14,56
56,12
36,41
20,6
50,49
65,66
55,62
27,42
14,36
52,11
61,54
34,25
46,30
54,53
8,52
41,48
26,55
6,42
69,24
54,14
47,56
33,22
2,36
44,36
50,63
14,39
54,70
41,70
63,16
26,0
30,46
37,64
32,16
52,14
16,33
50,64
26,68
54,45
16,30
10,47
24,10
47,38
48,65
15,26
24,69
2,6
10,34
50,70
56,24
18,66
10,44
57,30
60,63
64,23
